year,edge_id,source_node,sink_node,flow_fwd_mtpa,flow_bwd_mtpa,net_flow_mtpa,length_km,corridor_type,edge_class
2040,edge_00050,node_00078,node_00099,6.171385408612267,0.0,6.171385408612267,368.961,gas,existing_main_corridor
2040,edge_00080,node_00217,node_00221,40.0,0.0,40.0,169.848,gas,existing_main_corridor
2040,edge_00098,node_00204,node_00224,7.107718067790797,0.0,7.107718067790797,371.075,oil,existing_main_corridor
2040,edge_00116,node_00190,node_00228,0.0,11.417183369788146,11.417183369788146,75.565,gas,hub_to_corridor_branch
2040,edge_00161,node_00273,node_00217,40.0,0.0,40.0,110.087,gas,hub_to_corridor_branch
2040,edge_00163,node_00104,node_00275,0.0,12.836631105526514,12.836631105526514,42.619,gas,hub_to_corridor_branch
2040,edge_00181,node_00293,node_00190,11.417183369788146,0.0,11.417183369788146,120.657,gas,hub_to_corridor_branch
2040,edge_00194,node_00306,node_00078,6.171385408612267,0.0,6.171385408612267,26.58,gas,hub_to_corridor_branch
2040,edge_00204,node_00316,node_00062,16.11476917284116,0.0,16.11476917284116,71.595,gas,hub_to_corridor_branch
2040,edge_00264,node_00376,node_00085,15.4056024,0.0,15.4056024,136.227,oil,hub_to_corridor_branch
2040,edge_00293,node_00405,node_00085,5.391960839999999,0.0,5.391960839999999,25.045,oil,hub_to_corridor_branch
2040,edge_00342,node_00454,node_00104,12.836631105526514,0.0,12.836631105526514,116.234,gas,hub_to_corridor_branch
2040,edge_00390,node_00502,node_00037,7.090335767000044,0.0,7.090335767000044,76.749,gas,hub_to_corridor_branch
2040,edge_00406,node_00139,node_00518,0.0,14.519206540799996,14.519206540799996,146.65,gas,hub_to_corridor_branch
2040,edge_00447,node_00559,node_00139,14.519206540799996,0.0,14.519206540799996,62.523,gas,hub_to_corridor_branch
2040,edge_00451,node_00563,node_00204,7.107718067790797,0.0,7.107718067790797,172.554,oil,hub_to_corridor_branch
2040,edge_00454,node_00099,node_00566,0.0,6.171385408612267,6.171385408612267,30.928,gas,hub_to_corridor_branch
2040,edge_00463,node_00575,node_00188,35.22539534399969,0.0,35.22539534399969,20.693,gas,hub_to_corridor_branch
2040,edge_00466,node_00221,node_00578,40.0,0.0,40.0,79.206,gas,corridor_to_storage_branch
2040,edge_00469,node_00224,node_00581,40.0,0.0,40.0,12.691,oil,corridor_to_storage_branch
2040,edge_00471,node_00188,node_00583,35.225395343999445,0.0,35.225395343999445,39.255,gas,corridor_to_storage_branch
2040,edge_00481,node_00062,node_00593,16.11476917284116,0.0,16.11476917284116,338.111,gas,corridor_to_storage_branch
